formulation,rho,kappa,constraint_g,iterations,final_projected_grad,final_objective_gap,step
fixed_penalty,10000.0,16976012.05935745,1.0246671671154672e-05,20000,0.3677310147592992,0.012630387347202898,1.0107198527962954e-06
augmented_lagrangian,5.0,8507.119878123302,-5.106017788136796e-06,20000,0.021767908461751556,2.5038995588033686e-07,0.002017425969733015
