outer_iteration,base_objective,constraint_g,rho,lambda,inner_iterations
0.0,-3.3954655607789483,0.020536067931132607,5.0,0.10268033965566303,26.0
1.0,-3.393356645572614,-5.106017788136796e-06,5.0,0.10265480956672235,20.0
